"Easting","Northing","City","Administrative.unit","X6.29.18","X7.6.18","X7.13.18","X7.20.18","X7.27.18","X8.3.18","X8.10.18","X8.17.18","X8.24.18","X8.31.18","X9.7.18","X9.14.18","X9.21.18","X9.28.18","X10.5.18","X10.12.18","X10.19.18","X10.26.18","X11.2.18","X11.9.18","X11.16.18","X11.23.18","X11.30.18","X12.7.18","X12.14.18","X12.21.18","X12.28.18","X1.4.19","X1.11.19","X1.18.19","X1.25.19","X2.1.19","X2.8.19","X2.15.19","X2.22.19","X3.1.19","X3.8.19","X3.15.19","X3.22.19","X3.29.19","X4.5.19","X4.12.19","X4.19.19","X4.26.19","X5.3.19","X5.10.19"
362500,404500,"Hindley U.D.","Hindley U.D.",NA,7.1,16.6,7.1,9.5,2.4,NA,2.4,2.4,NA,NA,NA,NA,NA,NA,4.7,9.5,28.4,14.2,NA,4.7,NA,4.7,7.1,NA,2.4,NA,NA,NA,NA,NA,2.4,NA,7.1,7.1,14.2,7.1,4.7,14.2,9.5,2.4,NA,7.1,7.1,4.7,2.4
530500,189500,"Hornsey M.B.","Hornsey M.B.",NA,2,2.6,2,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,4.6,7.9,19.1,32.3,22.4,11.2,14.5,11.8,3.3,5.3,1.3,0.7,NA,NA,2,NA,0.7,0.7,1.3,5.9,13.2,12.5,8.6,2.6,2.6,1.3,1.3,2,1.3,0.7,0.7,NA
528500,105500,"Hove M.B.","Hove M.B.",NA,NA,2.6,NA,1.3,1.3,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,5.1,15.3,23,20.5,14.1,12.8,10.2,5.1,7.7,3.8,NA,1.3,NA,2.6,NA,2.6,5.1,6.4,9,5.1,7.7,1.3,3.8,2.6,NA,NA,NA,NA,1.3,NA
414500,416500,"Huddersfield","Huddersfield",7.9,17.8,11.4,1.5,2.5,0.5,0.5,0.5,0.5,0.5,NA,NA,0.5,NA,0.5,0.5,2.5,5.4,5.9,7.4,4,7.4,8.4,6.4,3.5,3,2,1,1,2,2,3,12.9,12.4,14.9,14.9,10.4,3.5,3.5,0.5,1,1,1,1,NA,0.5
394500,394500,"Hyde M.B.","Hyde M.B.",NA,5,8.6,8.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,12,17.2,39.5,36,32.6,20.6,10.3,3.4,NA,1.7,NA,NA,1.7,NA,6.9,5.1,1.7,6.9,12,3.4,8.6,6.9,1.7,1.7,NA,3.4,NA
544500,186500,"Ilford U.D.","Ilford U.D.",NA,2.9,2.1,NA,2.1,0.7,NA,NA,NA,NA,NA,0.7,NA,0.7,2.1,1.4,8.6,23.6,42.9,33.6,17.9,12.9,16.5,3.6,1.4,3.6,0.7,NA,NA,0.7,NA,1.4,1.4,2.9,10,7.9,5,5,2.9,0.7,0.7,1.4,4.3,0.7,NA,1.4
446500,342500,"Ilkeston M.B.","Ilkeston M.B.",NA,3.6,5.4,5.4,3.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,16.1,30.4,48.2,32.1,32.1,19.6,21.4,8.9,8.9,NA,3.6,1.8,NA,1.8,NA,NA,3.6,7.1,1.8,8.9,7.1,1.8,1.8,3.6,1.8,1.8,NA,1.8,1.8
358500,404500,"Ince-in-Makerfield U.D.","Ince-in-Makerfield U.D.",NA,5.1,12.7,22.8,15.2,12.7,2.5,NA,NA,NA,NA,NA,NA,2.5,2.5,5.1,12.7,15.2,7.6,7.6,2.5,5.1,5.1,2.5,5.1,NA,NA,NA,NA,2.5,2.5,7.6,10.1,17.7,2.5,2.5,7.6,10.1,2.5,NA,5.1,NA,NA,NA,NA,NA
616500,244500,"Ipswich","Ipswich",NA,NA,NA,0.7,2.9,0.7,NA,0.7,NA,NA,NA,0.7,NA,0.7,NA,0.7,NA,4.3,10.8,27.3,30.8,24.4,18.7,12.2,2.2,2.2,1.4,0.7,NA,NA,NA,NA,2.2,3.6,12.9,13.6,5.7,5.7,2.2,2.9,0.7,NA,0.7,NA,0.7,NA
434500,565500,"Jarrow M.B.","Jarrow M.B.",1.5,6.1,3.1,1.5,NA,NA,1.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,1.5,9.2,36.7,68.8,55,33.6,26,12.2,10.7,3.1,3.1,NA,3.1,3.1,NA,12.2,4.6,3.1,3.1,27.5,30.6,18.3,6.1,7.6,1.5,4.6,3.1,NA,NA,NA
406500,441500,"Keighley M.B.","Keighley M.B.",NA,2.7,4.1,1.4,4.1,1.4,1.4,NA,NA,NA,1.4,NA,NA,NA,NA,1.4,5.5,26.1,50.8,43.9,16.5,12.3,9.6,6.9,6.9,1.4,2.7,NA,NA,NA,1.4,NA,NA,1.4,11,4.1,4.1,8.2,2.7,4.1,1.4,1.4,1.4,NA,NA,2.7
487500,278500,"Kettering U.D.","Kettering U.D.",NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,NA,3.7,1.8,1.8,3.7,9.2,16.5,7.4,5.5,NA,3.7,NA,3.7,5.5,NA,NA,1.8,NA,5.5,44.1,33.1,9.2,3.7,1.8,NA,1.8,3.7,NA,NA,NA
382500,276500,"Kidderminster M.B.","Kidderminster M.B.",NA,NA,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,22.8,52.5,84.5,63.9,38.8,22.8,6.8,6.8,NA,4.6,4.6,NA,NA,NA,6.8,2.3,4.6,4.6,16,20.5,9.1,4.6,2.3,4.6,NA,NA,NA,NA,NA
561500,320500,"King's Lynn M.B.","King's Lynn M.B.",NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.7,40.8,96.2,43.7,17.5,11.7,NA,NA,NA,5.8,5.8,NA,NA,NA,NA,NA,NA,2.9,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA
518500,170500,"Kingston-on-Thames M.B.","Kingston-on-Thames M.B.",NA,2.9,1.4,NA,NA,NA,NA,NA,NA,NA,1.4,NA,1.4,NA,NA,1.4,7.2,21.5,30.1,25.8,10,12.9,11.5,8.6,5.7,1.4,1.4,2.9,NA,NA,1.4,1.4,4.3,4.3,5.7,18.6,17.2,4.3,2.9,2.9,NA,1.4,NA,1.4,1.4,NA
509500,429500,"Kingston-upon-Hull","Kingston-upon-Hull",1.5,3.7,6,5,0.6,1.1,0.4,NA,0.4,0.2,NA,NA,NA,NA,0.2,4.7,16.8,34.1,50.1,33,16.8,14.7,8.2,5.2,4.7,3.2,1.7,1.5,1.9,0.6,0.9,0.2,2.6,3,12.1,14.2,13.4,5.8,3.7,2.2,1.9,3.5,1.3,0.9,0.9,0.9
347500,461500,"Lancaster M.B.","Lancaster M.B.",NA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,NA,1.3,9.2,25,28.9,25,15.8,3.9,2.6,2.6,1.3,1.3,NA,NA,NA,NA,1.3,NA,NA,6.6,6.6,7.9,6.6,5.3,2.6,1.3,1.3,NA,NA,NA,1.3,NA
430500,434500,"Leeds","Leeds",1.8,6.6,6.2,2.8,1.3,0.2,0.2,0.5,0.5,0.5,0.1,0.1,0.2,0.5,0.6,0.7,5.9,14,27.7,29.5,25.2,18.4,12.8,7,3.4,1,2.2,2.1,1.2,1,1.6,1.2,2.2,4.3,11.2,15.6,11.8,8.4,4.5,2.8,1.7,1.6,1.1,0.7,0.4,0.4
458500,304500,"Leicester","Leicester",0.3,1.8,6.2,7.7,1.3,NA,1.3,0.3,0.5,NA,0.3,0.3,NA,0.3,0.3,2.3,19,52.1,66.2,34.4,16.2,4.6,4.9,4.6,2.6,2.3,0.5,0.8,0.5,0.3,NA,0.3,0.5,4.4,19.3,19.8,13.9,10,3.3,1.5,2.3,0.3,0.3,0.3,0.3,1.3
365500,400500,"Leigh M.B.","Leigh M.B.",1.3,1.3,6.3,12.6,10.1,3.8,2.5,NA,NA,NA,NA,NA,1.3,NA,NA,2.5,21.5,32.8,10.1,20.2,5.1,3.8,NA,5.1,6.3,1.3,5.1,1.3,1.3,2.5,3.8,3.8,15.2,29,17.7,16.4,8.8,8.8,1.3,1.3,NA,1.3,NA,NA,1.3,NA
537500,186500,"Leyton U.D.","Leyton U.D.",1,3.4,1.4,1.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.9,14.5,32.8,41,32.8,12.5,9.2,5.8,4.3,2.4,3.9,1.4,NA,1,0.5,NA,0.5,NA,6.3,8.2,13,10.1,2.4,2.4,2.4,0.5,NA,1,0.5,NA,0.5
497500,371500,"Lincoln","Lincoln",NA,0.9,2.6,2.6,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.3,12.1,19.1,22.5,20.8,14.7,23.4,17.3,7.8,7.8,0.9,4.3,0.9,3.5,NA,NA,NA,2.6,12.1,6.1,7.8,1.7,2.6,3.5,1.7,2.6,0.9,NA,0.9,0.9
337500,391500,"Liverpool","Liverpool",0.3,1.1,3,2.2,2.3,0.9,0.2,0.2,0.1,0.4,0.1,NA,0.1,1.2,2.5,9.4,16.7,15.6,13.3,8.5,5.5,4,5.3,5,4,3.2,3.5,5.2,4.1,2.4,3.2,2,5.2,11.8,13.7,14.4,11.6,5.5,3.2,2.7,1.4,1.2,0.4,0.2,0.4,0.2
323500,214500,"Llanelly M.B.","Llanelly M.B.",NA,1.6,3.1,6.2,3.1,4.7,NA,NA,NA,1.6,NA,NA,NA,1.6,1.6,1.6,4.7,20.2,34.3,28,23.4,6.2,18.7,1.6,3.1,1.6,NA,1.6,NA,NA,NA,NA,NA,NA,9.3,7.8,14,4.7,3.1,1.6,3.1,1.6,3.1,NA,1.6,NA
530500,180500,"London Boroughs","London Boroughs",1.2,3.4,3.7,2.2,1,0.4,0.4,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,1.5,6.8,20.8,35,31.8,20.9,15.3,12.1,7.9,3.5,2.2,1.3,0.9,0.8,0.6,0.5,0.9,1.6,4.9,9.6,10.9,7.8,4.7,2.8,1.6,1.4,1.2,1.1,0.6,0.5,0.4
453500,319500,"Loughborough M.B.","Loughborough M.B.",NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,2.4,NA,NA,NA,2.4,7.1,23.6,49.6,59.1,42.6,7.1,9.5,9.5,4.7,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,9.5,7.1,4.7,11.8,7.1,NA,4.7,4.7,NA,NA,NA,NA
654500,292500,"Lowestoft M.B.","Lowestoft M.B.",NA,NA,NA,NA,NA,NA,NA,1.7,1.7,NA,NA,NA,NA,NA,NA,1.7,NA,6.9,13.8,24.2,19,20.7,15.5,5.2,6.9,NA,1.7,1.7,3.5,1.7,NA,1.7,NA,6.9,1.7,8.6,10.4,6.9,3.5,1.7,NA,NA,NA,NA,NA,NA
509500,221500,"Luton M.B.","Luton M.B.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.9,4.8,32.6,26.9,18.2,18.2,8.6,4.8,2.9,1,1,NA,NA,1.9,1,NA,1,NA,1.9,6.7,NA,1,1.9,1.9,1,1.9,1,NA,NA,NA
391500,373500,"Macclesfield M.B.","Macclesfield M.B.",NA,NA,3.5,3.5,8.8,NA,3.5,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,5.3,26.4,45.8,29.9,19.4,3.5,NA,NA,1.8,NA,NA,1.8,NA,NA,1.8,3.5,3.5,8.8,5.3,3.5,1.8,NA,1.8,1.8,NA,NA,NA
285500,191500,"Maesteg U.D.","Maesteg U.D.",NA,1.9,1.9,3.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,9.7,5.8,15.5,5.8,1.9,5.8,1.9,NA,1.9,1.9,NA,NA,1.9,1.9,NA,1.9,3.9,NA,NA,1.9,5.8,1.9,3.9,1.9,NA,1.9,1.9
576500,155500,"Maidstone M.B.","Maidstone M.B.",NA,NA,3.4,NA,1.7,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,15.3,40.9,37.5,39.2,20.4,23.9,10.2,8.5,NA,NA,5.1,NA,NA,NA,1.7,5.1,11.9,22.1,6.8,NA,3.4,NA,1.7,1.7,NA,NA,NA,NA
383500,398500,"Manchester","Manchester",1.3,6.5,8.8,5.8,2,0.6,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.9,3.1,7.2,13.9,20.4,28.7,27.6,16.3,6.6,4.2,2.3,1.3,1.1,1.1,0.4,1.2,2.5,5.6,11.3,16.5,15.5,7.3,5.2,4.2,2.3,1.5,1.7,0.9,0.5,0.9
453500,361500,"Mansfield M.B.","Mansfield M.B.",1.3,9.4,8.1,1.3,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,8.1,20.2,31,43.1,22.9,5.4,2.7,2.7,1.3,1.3,2.7,1.3,1.3,1.3,2.7,4,2.7,4,4,6.7,NA,NA,NA,NA,NA,NA,NA
635500,170500,"Margate M.B.","Margate M.B.",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,9.1,NA,6.1,3,12.2,48.6,54.7,36.5,6.1,6.1,9.1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12.2,15.2,NA,NA,NA,NA,3,NA,NA,3,NA,NA
305500,206500,"Merthyr Tydfil","Merthyr Tydfil",3.6,5.1,8.7,4.3,2.9,0.7,1.4,NA,1.4,NA,NA,0.7,NA,0.7,NA,0.7,NA,4.3,2.2,10.1,7.2,19.5,20.9,15.2,5.8,2.9,0.7,1.7,0.7,2.2,2.9,NA,1.4,NA,2.2,2.9,6.5,7.2,5.1,8.7,7.2,4.3,5.8,2.9,2.2,NA
451500,518500,"Middlesborough","Middlesborough",4.5,14.4,11.7,4.1,1.4,NA,NA,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.9,3.6,20.7,32,23,14.4,5.4,14.9,7.7,3.6,1.8,1.8,2.3,0.5,0.9,0.5,NA,0.9,2.7,6.3,12.6,6.8,15.8,7.7,6.3,1.4,0.5,NA,0.5,NA,NA
387500,406500,"Middleton M.B.","Middleton M.B.",NA,12.3,12.3,6.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2,6.1,10.2,16.4,8.2,20.5,12.3,2,6.1,2,NA,NA,2,2,NA,4.1,6.1,12.3,12.3,12.3,6.1,NA,2,2,2,NA,NA,NA,NA
528500,168500,"Mitcham U.D.","Mitcham U.D.",NA,NA,1.7,6.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,3.4,27.2,51,49.3,22.1,11.9,10.2,10.2,3.4,1.7,NA,NA,NA,NA,NA,NA,NA,1.7,10.2,6.8,1.7,5.1,1.7,1.7,5.1,NA,NA,1.7,NA,NA
426500,427500,"Morley M.B.","Morley M.B.",NA,7,4.7,NA,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,23.5,9.4,14.1,7,14.1,4.7,4.7,4.7,2.3,9.4,NA,2.3,NA,NA,NA,2.3,2.3,7,9.4,11.7,2.3,2.3,NA,7,NA,NA,NA,NA,2.3
304500,199500,"Mountain Ash U.D.","Mountain Ash U.D.",NA,2.6,6.5,10.3,6.5,3.9,3.9,1.3,NA,2.6,NA,NA,1.3,NA,NA,2.6,1.3,16.8,32.3,25.8,2.6,3.9,11.6,5.2,3.9,6.5,NA,2.6,NA,1.3,1.3,NA,1.3,2.6,10.3,16.8,15.5,7.7,2.6,2.6,1.3,1.3,1.3,NA,3.9,NA
386500,437500,"Nelson M.B.","Nelson M.B.",1.5,12.2,9.1,6.1,1.5,6.1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4.6,1.5,6.1,12.2,6.1,18.3,7.6,1.5,3,1.5,NA,NA,NA,NA,NA,1.5,4.6,19.8,10.7,19.8,7.6,4.6,3,NA,NA,NA,NA,NA,NA
385500,346500,"Newcastle-under-Lyme M.B.","Newcastle-under-Lyme M.B.",NA,5.8,8.7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,11.6,20.3,14.5,34.8,29,5.8,11.6,NA,NA,NA,2.9,NA,NA,8.7,NA,2.9,5.8,20.3,8.7,14.5,23.2,2.9,5.8,2.6,2.9,5.8,2.9,NA,NA
425500,564500,"Newcastle-upon-Tyne","Newcastle-upon-Tyne",1,5.9,8.8,5.5,2.2,1,0.2,NA,NA,0.4,NA,NA,NA,NA,0.4,0.2,0.4,2,7.3,14.9,15.1,23,19.8,13.3,7.5,2.9,2.9,1.4,1,0.8,0.4,2.9,11.2,24.1,32,16.5,11.2,5.7,4.7,2,1.8,1.6,0.6,0.6,1.2,0.8
330967,187829,"Newport (Mon.)","Newport (Mon.)",0.6,1.9,2.6,2.6,4.5,2.6,1.3,0.6,1.3,NA,NA,NA,NA,1.9,1.3,1.9,1.9,11.5,9.6,7,7,9.6,5.8,5.1,3.2,1.9,1.9,1.3,NA,1.3,3.2,1.9,1.3,1.3,12.2,17.3,8.3,7.7,4.5,1.9,2.6,1.9,1.3,1.3,NA,NA
475500,261500,"Northampton","Northampton",NA,1.3,1.3,NA,0.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.6,11.6,34.7,36,18,9,7.1,3.9,1.9,NA,1.3,4.5,NA,NA,0.6,NA,0.6,1.3,1.9,5.1,2.6,5.8,8.4,1.3,2.6,3.2,NA,1.3,NA,1.9,NA
623500,308500,"Norwich","Norwich",NA,0.5,NA,1,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,2.9,17.5,36.5,38.4,25.3,12.6,9.7,3.9,2.9,1.5,1.5,1,1,1,0.5,1.5,1.5,3.4,2.9,5.3,6.8,7.8,3.9,1.19,2.4,1.9,NA,1.5,1
456500,341500,"Nottingham","Nottingham",0.2,0.9,5.5,4.4,3.3,0.9,0.7,0.2,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,2.4,13.3,27.4,46.7,50,58.2,27.9,10.4,3.3,1.5,0.7,0.4,1.1,0.2,0.4,0.7,2.4,9.7,10.4,8.4,5.5,4,1.1,1.8,1.5,1.1,0.4,1.1,NA
436500,291500,"Nuneaton M.B.","Nuneaton M.B.",NA,1.4,2.9,2.9,4.3,1.4,1.4,NA,NA,NA,NA,1.4,NA,NA,NA,NA,1.4,4.3,24.3,32.9,45.8,40.1,25.8,5.7,5.7,2.9,1.4,1.4,1.4,NA,4.3,1.4,4.3,5.7,1.4,2.9,NA,2.9,1.4,1.4,8.6,2.9,NA,2.9,1.4,NA
285500,176500,"Ogmore and Garw U.D.","Ogmore and Garw U.D.",NA,1.9,1.9,5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,1.9,NA,NA,NA,5.6,55.9,106.1,48.4,24.2,3.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.9,1.9,1.9,NA,3.7,NA,1.9,NA,NA,NA
398500,288500,"Oldbury U.D.","Oldbury U.D.",1.5,4.5,4.5,4.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,3,13.4,51.9,51.9,23.7,7.7,3,1.5,1.5,NA,NA,NA,NA,3,NA,3,1.5,10.4,13.4,10.4,10.4,NA,3,NA,1.5,NA,NA
392500,404500,"Oldham","Oldham",1.2,10.6,16,8.2,0.8,1.6,1.2,NA,NA,NA,0.4,0.4,NA,NA,0.4,NA,NA,0.1,12.5,26.2,34.8,23.1,18,13.7,5.1,4.3,2.3,1.6,0.4,0.4,NA,0.4,NA,2.7,7,11,8.2,9.8,5.5,5.1,2.3,1.2,0.4,0.8,0.4,0.8
451500,206500,"Oxford","Oxford",NA,NA,3.2,2.1,3.2,1.1,NA,1.1,1.1,NA,NA,NA,NA,NA,NA,2.1,33.7,63.2,61.1,39,8.4,2.1,4.2,6.3,3.2,1.1,1.1,NA,NA,NA,NA,2.1,NA,3.2,8.4,6.3,1.1,3.2,NA,1.1,2.1,1.1,NA,NA,NA,NA
534500,170500,"Penge U.D.","Penge U.D.",NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,9.2,25.3,11.5,34.6,11.5,16.1,9.2,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,9.2,11.5,6.9,NA,6.9,2.3,2.3,4.6,2.3,NA,NA,NA
519500,299500,"Peterborough M.B.","Peterborough M.B.",NA,1.5,4.4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,4.4,25.1,25.1,32.4,13.3,7.4,NA,NA,1.5,1.5,NA,NA,NA,1.5,5.9,8.8,7.4,11.8,7.4,1.5,NA,4.4,NA,NA,NA,2.9,1.5
247500,56500,"Plymouth","Plymouth",NA,1.7,1.2,3.8,1.7,2.3,1.2,0.9,0.6,NA,0.3,0.3,0.6,0.9,4.6,7.3,15.4,28.4,36.6,15.1,6.1,4.1,2.9,1.7,0.6,0.3,0.9,1.5,0.3,0.9,0.6,0.9,1.2,2.3,4.9,8.4,6.7,4.6,2.6,2,1.5,1.7,2,NA,0.9,0.6
307500,189500,"Pontypridd U.D.","Pontypridd U.D.",NA,6.4,10.2,8.9,6.4,2.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,40.8,44.6,20.4,11.5,6.4,2.5,1.3,1.3,NA,1.3,1.3,1.3,NA,1.3,NA,1.3,2.5,3.8,6.4,5.1,2.5,1.3,1.3,NA,NA,NA,NA,NA
401500,91500,"Poole M.B.","Poole M.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.3,NA,8,21.3,36,24,12,4,1.3,4,1.3,6.7,NA,NA,NA,1.3,NA,1.3,1.3,1.3,2.7,1.3,4,5.3,5.3,2.7,NA,1.3,1.3,NA,1.3,NA
465500,101500,"Portsmouth","Portsmouth",0.3,0.8,0.3,0.3,0.5,1,2.1,NA,0.5,1.3,NA,NA,1.3,1.5,11,28.7,46.1,38.2,16.4,6.4,2.6,2.8,3.3,1.3,1.5,1.3,0.5,0.8,0.3,1.3,0.8,0.3,0.5,2.8,12.6,15.1,8.7,5.1,1.5,3.6,1.5,1.8,0.5,1.8,0.8,NA
353500,429500,"Preston","Preston",2,14.3,7.4,6.9,3.4,1,1,0.5,2.5,0.5,NA,0.5,NA,NA,NA,0.5,2,2.5,8.4,10.3,15.3,24.6,29.6,28.6,13.8,8.9,5.9,1,1,NA,0.5,NA,1.5,6.4,12.8,11.8,12.8,12.8,6.9,3.4,1,2.5,2.5,NA,0.5,NA
378500,407500,"Radcliffe U.D.","Radcliffe U.D.",NA,4.8,7.2,11.9,NA,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,7.2,4.8,4.8,4.8,7.2,2.4,2.4,4.8,2.4,NA,NA,2.4,NA,NA,NA,2.4,4.8,28.6,19.1,19.1,4.8,7.2,NA,NA,NA,2.4,NA,NA
638500,164500,"Ramsgate M.B.","Ramsgate M.B.",NA,NA,5.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,2.7,10.7,26.7,24.1,10.7,21.4,16,8,2.7,2.7,NA,NA,NA,NA,NA,2.7,5.3,8,18.7,2.7,2.7,5.3,NA,2.7,NA,NA,2.7,NA,NA
381500,424500,"Rawtenstall M.B.","Rawtenstall M.B.",14.5,18.6,14.5,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,2.1,6.2,8.3,16.5,6.2,4.1,4.1,NA,NA,NA,NA,NA,NA,4.1,6.2,14.5,10.3,6.2,2.1,12.4,6.2,2.1,NA,4.1,2.1,NA
471500,173500,"Reading","Reading",1.3,3.8,2.5,0.6,1.3,1.3,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,0.6,3.2,9.5,27.8,33.5,20.3,11.4,12,7.6,7.6,3.2,NA,2.5,2.5,0.6,0.6,0.6,NA,3.2,7.6,7.6,5.7,8.2,5.1,3.2,2.5,0.6,NA,0.6,NA,0.6
526500,149500,"Reigate M.B.","Reigate M.B.",NA,3.9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5.9,7.9,25.6,21.7,21.7,3.9,2,3.9,2,7.9,3.9,3.9,2,2,NA,NA,NA,NA,NA,NA,5.9,7.9,5.9,3.9,3.9,2,NA,NA,2,NA,NA,NA
297500,196500,"Rhondda U.D.","Rhondda U.D.",3.5,16.6,10.3,7.1,4.2,0.7,0.7,0.7,0.4,0.4,NA,0.4,0.4,NA,0.4,NA,2.8,6.4,11.3,20.2,16.6,14.9,14.2,9.9,6.4,3.5,1.4,0.4,0.7,1.4,0.7,0.4,1.1,4.6,8.5,8.1,6,6.7,2.1,3.9,4.2,4.6,2.1,2.5,0.7,0.4
518500,174500,"Richmond M.B.","Richmond M.B.",NA,NA,3.1,NA,1.6,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,1.6,7.8,10.9,34.2,12.4,15.6,21.8,9.3,7.8,3.1,3.1,1.6,NA,1.6,1.6,NA,NA,1.6,4.7,7.8,14,NA,6.2,4.7,1.6,NA,NA,1.6,NA,NA,NA
389500,413500,"Rochdale","Rochdale",3.8,17.2,22.3,7,4.5,1.9,NA,1.3,0.6,NA,1.3,NA,NA,NA,NA,0.6,0.6,1.9,2.6,5.1,7.7,39,39,27.5,10.9,3.8,3.2,3.2,0.6,0.6,0.6,NA,3.2,1.3,7.7,9.6,5.7,7.7,4.5,3.8,1.3,0.6,0.6,1.6,NA,NA
572500,168500,"Rochester M.B.","Rochester M.B.",NA,NA,1.8,NA,1.8,NA,NA,1.8,NA,NA,NA,1.8,NA,NA,NA,NA,3.7,20.3,51.6,40.5,29.5,23.9,11,9.2,1.8,1.8,1.8,3.7,NA,NA,1.8,NA,NA,5.5,18.4,9.2,27.6,9.2,5.5,NA,1.8,1.8,NA,NA,NA,NA
443500,392500,"Rotherham","Rotherham",2.4,4,5.7,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.8,NA,NA,8.1,31.6,42.9,60.7,42.9,19.4,9.7,6.5,3.2,0.8,NA,0.8,NA,NA,0.8,1.6,3.2,7.3,13,13,15.4,3.2,3.2,1.6,0.8,1.6,1.6,NA,0.8
396500,287500,"Rowley Regis U.D.","Rowley Regis U.D.",4.4,11.6,7.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,5.8,16,14.5,27.6,27.6,34.8,18.9,7.3,2.9,2.9,NA,NA,NA,NA,NA,2.9,16,46.4,29,13.1,8.7,5.8,4.4,NA,1.5,1.5,1.5,1.5,NA
431500,265500,"Royal Leamington Spa M.B.","Royal Leamington Spa M.B.",NA,NA,NA,1.9,1.9,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,5.7,19,39.9,43.7,43.7,9.5,17.1,3.8,NA,1.9,NA,NA,NA,3.8,1.9,1.9,3.8,NA,5.7,1.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA
558500,139500,"Royal Tunbridge Wells M.B.","Royal Tunbridge Wells M.B.",1.6,NA,1.6,1.6,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,14.5,33.9,51.7,14.5,9.7,14.5,9.7,3.2,3.2,1.6,NA,NA,1.6,NA,NA,3.2,1.6,NA,9.7,6.5,4.8,3.2,3.2,3.2,1.6,NA,1.6,3.2,NA,1.6
